date,sector,n_rows,n_terms,close,combined_compound,rsi,sentiment_rsi,macd,macd_signal,macd_histogram,combined_normalized_score_7,combined_normalized_score_21,combined_normalized_score_50,combined_normalized_score_100,combined_normalized_score_200,high_volume_7,high_volume_20,sector_rsi,sector_macd,sector_macd_signal,sector_macd_hist,sector_macd_divergence,rsi_z,macd_z,sentiment_z,macd_acceleration,divergence_bonus,ma_alignment,sector_strength_base,sector_strength_v2,level,term,mcap_status,mcap_scope,mcap_covered_terms,mcap_total_terms,mcap_coverage_pct,mcap_missing_terms
2026-03-24,AI,9,9,266.38,0.17808851903499795,,,0.0,0.0,0.0,39.143548994365304,40.62966398208012,47.35526807331479,49.29841523151444,42.858060658904414,0,0,,0.0,0.0,0.0,None,,,,0.0,0.0,43.85699138803581,,,sector,,disabled,none,0,91,0.0,
2026-03-25,AI,9,9,269.0133333333334,0.21089562521250127,,,0.21006647673314027,0.04201329534662806,0.1680531813865122,41.19434377086346,41.89588546925234,46.99345453043573,48.52452386385815,43.570478422335796,4,4,100.0,0.002617091091082907,0.0005234182182165814,0.0020936728728663256,Bullish,,,,0.002617091091082907,1.0,44.4357372113491,31.358850561984998,,sector,,disabled,none,0,91,0.0,
2026-03-26,AI,9,9,257.8044444444444,0.1363307132418573,,,-0.5219018243899585,-0.07076972860068925,-0.45113209578926916,34.419842976833145,38.061569380746135,43.18807822255842,45.24981748478417,41.75477709251087,6,6,30.554614454799108,-0.0013105039217221337,0.0001566337902288384,-0.001467137711950972,Bearish,,,,-0.003927595012805041,-1.0,40.53481703148655,13.395277144465915,,sector,,disabled,none,0,91,0.0,
2026-03-27,AI,9,9,250.79999999999998,0.15049338509671215,,,-1.6481927644347882,-0.38625433576750906,-1.2619384286672792,30.49856066741709,35.00236332006379,39.88306942300475,42.2680936188978,40.289371564694406,6,6,38.64721918589492,-0.0032429591949374448,-0.0005232848068044182,-0.0027196743881330266,Bearish,,,,-0.001932455273215311,-1.0,37.58829171881557,14.964021239468412,,sector,,disabled,none,0,91,0.0,
2026-03-28,AI,9,9,,0.20139771386441416,,,-1.6481927644347882,-0.6386420215009649,-1.0095507429338235,31.849676995315715,35.22539371440967,39.813106549442914,42.1199299952115,40.08371387902801,6,6,56.75867764604105,-0.0006592901290081166,-0.0005504858712451579,-0.00010880425776295865,Bullish,,,,0.002583669065929328,1.0,37.81836422668156,19.543802845992005,,sector,,disabled,none,0,91,0.0,
2026-03-29,AI,9,9,,0.2663346015778918,,,-1.6481927644347882,-0.8405521700877296,-0.8076405943470587,37.92912170801454,38.265275255798606,41.68042960069776,43.68015451674299,41.46976312450337,6,6,68.5878347659463,0.006552615881316642,0.0008701344792672024,0.00568248140204944,Bullish,,,,0.007211906010324759,1.0,40.604948841151455,22.981605244378958,,sector,,disabled,none,0,91,0.0,
2026-03-30,AI,9,9,250.44222222222223,0.164870695087935,,,-2.997269793414274,-1.2718956947530387,-1.7253740986612356,33.71013036015768,36.10297813408645,39.14103519661233,41.41342510973412,40.600597698604155,5,5,48.049546800441696,0.004034309065348685,0.0015029693964834989,0.002531339668865186,Bearish,,,,-0.002518306815967958,-1.0,38.19363329983894,17.486546740770503,,sector,,disabled,none,0,91,0.0,
2026-03-31,AI,9,9,262.5711111111111,0.10773143755911578,,,-2.616565041791909,-1.5408295641608127,-1.0757354776310963,25.717289153635846,30.895935814093193,34.36212067884115,37.38000687213215,37.911146296936096,9,9,41.116060580358806,-0.0025428157821143493,0.0006938123607639293,-0.0032366281428782787,Bearish,,,,-0.006577124847463034,-1.0,33.253299763127686,14.950475816403841,,sector,,disabled,none,0,91,0.0,
2026-04-01,AI,9,9,265.54111111111115,0.17869321678417763,,,-2.05155060628386,-1.6429737725854225,-0.40857683369843795,26.29241166333476,29.825214448596334,32.52767652068567,35.432922153605695,37.038673217707576,3,3,50.064751001067044,-0.002006087154257208,0.0001538324577597019,-0.00215991961201691,Bullish,,,,0.0005367286278571415,1.0,32.223379600786004,17.05201102164211,,sector,,disabled,none,0,91,0.0,
2026-04-02,AI,9,9,266.5677777777778,0.12808078871691447,,,-1.5035966494277109,-1.61509834795388,0.1115016985261693,22.608324931556183,25.850266925007745,28.676098396383548,31.992444797902547,34.62786507868705,1,1,45.16883261457539,-0.005600170529202031,-0.0009969681396326448,-0.004603202389569386,Bearish,,,,-0.003594083374944823,-1.0,28.751000025907416,15.21317642581363,,sector,,disabled,none,0,91,0.0,
