date,eco_seta_score,eco_seta_score_manual,combined_compound,eco_rsi,eco_macd_hist,eco_sentiment_z,eco_rsi_z,eco_macd_hist_z,w_sent,w_rsi,w_macd,eco_fwd_return,close,n_terms,n_rows
2026-03-24,,,0.18883100662818927,,0.0,,,,0.4,0.3,0.3,-0.05967599662539591,2844.994057577832,27,27
2026-03-25,,,0.1889070462695139,100.0,4.852672266886238e-06,,,,0.4,0.3,0.3,0.003096124855253901,2875.602374227991,27,27
2026-03-26,,,0.1867327795679579,3.3790795446673627,-0.00013112783349852997,,,,0.4,0.3,0.3,0.03469964721687546,2772.3985967492595,27,27
2026-03-27,,,0.16952568528025724,0.39080061498616203,-0.001307312594317712,,,,0.4,0.3,0.3,0.005650630180140004,2675.2162017985456,27,27
2026-03-28,,,0.1260833288721337,0.12089019879336149,-0.004745113189708895,,,,0.4,0.3,0.3,-0.04609503981635188,2884.505598212665,27,27
2026-03-29,,,0.17459597204341673,43.61155735001552,-0.0035410672652144907,,,,0.4,0.3,0.3,-0.04207167122708877,2868.5998500010196,27,27
2026-03-30,,,0.14842354047955902,35.31543571058407,-0.004248876129582906,,,,0.4,0.3,0.3,0.0023056341805534064,2690.332859206828,27,27
2026-03-31,,,0.15779781372392349,39.44155488003946,-0.003839702321124,,,,0.4,0.3,0.3,0.058259372470763626,2751.5441978125623,27,27
2026-04-01,,,0.20939932194097668,55.179354298331354,-4.828003633604305e-05,,,,0.4,0.3,0.3,0.06508993756532955,2747.9130602297005,27,27
2026-04-02,,,0.15598401613173454,43.48211713623057,-0.0010375002455869642,-0.6033777182924583,,0.4322595136623749,0.4,0.3,0.3,0.11259343253086085,2696.5357826040813,27,27
2026-04-03,-0.6062697376247781,-0.6062697376247781,0.13540840196482737,40.199540609092246,-0.0028731609216571695,-1.2627598616955449,0.13519419493843793,-0.47241350476030497,0.4,0.3,0.3,-0.047004452797547835,2911.847436102693,27,27
2026-04-04,-0.21607613747658483,-0.21607613747658483,0.15437702461010233,44.09063467381228,-0.0026129563924007244,-0.4888911856718584,0.2519939977540043,-0.32039287511347575,0.4,0.3,0.3,-0.009506371571934902,2926.7745497550054,27,27
2026-04-05,0.2613785994089215,0.2613785994089215,0.16930846081610396,46.81474230878009,-0.001304432858278904,0.11694514187445021,0.3314376388438538,0.38389750335328443,0.4,0.3,0.3,-0.04524598585773121,3000.148002309766,27,27
2026-04-06,-0.2679588962600854,-0.2679588962600854,0.14521603808984512,43.402547529684924,-0.0018948766909761133,-0.8533913303650501,0.19996710219616678,0.04469168409028222,0.4,0.3,0.3,0.04206996606015401,2774.977640738743,27,27
2026-04-07,0.1281263633330295,0.1281263633330295,0.15961404680494407,45.76494630511402,-0.0011839162175176663,-0.22586028476453449,0.2786299914525392,0.4496049326769386,0.4,0.3,0.3,0.014158549970229029,2898.951543377752,27,27
2026-04-08,1.1248018535451543,1.1248018535451543,0.19242657036551664,50.46594180325677,0.0014833392421380685,1.143217793560889,0.44493887517592917,1.780110245226733,0.4,0.3,0.3,0.10948683360345601,2864.403348226158,27,27
2026-04-09,1.295703394443438,1.295703394443438,0.1961841437530194,51.246021064269236,0.0033793406882190423,1.2085350350093138,0.45885512270238665,2.2487761454299884,0.4,0.3,0.3,0.06370118795593371,2891.720855902308,27,27
2026-04-10,0.3675823423859343,0.3675823423859343,0.15799353406618655,48.559364674131764,0.0020078062852685735,-0.4247272707283058,0.3364513823918493,1.4551261198656729,0.4,0.3,0.3,0.021052970084987965,2939.9964936659385,27,27
2026-04-11,0.6990220866443104,0.6990220866443104,0.1732547040436332,56.33914555448694,0.0020667333229991034,0.2432613063361759,0.6422940603047357,1.3634311533947312,0.4,0.3,0.3,-0.059117064634995664,3178.0178009865776,27,27
2026-04-12,-0.2840177404462198,-0.2840177404462198,0.14087528631235394,45.26302941665389,-2.586468735666682e-05,-1.152837044109204,0.15725452152110994,0.43313573580376263,0.4,0.3,0.3,-0.018824604851446436,3075.9269096602343,27,27
2026-04-13,-0.20860141128239415,-0.20860141128239415,0.1474103761943029,49.84936312232896,-0.0008738075549838149,-0.8245818300536174,0.3520997994949252,0.05200460296858414,0.4,0.3,0.3,0.00999945116503409,3001.892151897057,27,27
2026-04-14,1.291911319662777,1.291911319662777,0.2062470267604983,56.279775156406664,0.002442580875211718,1.6678510729608598,0.62472928658121,1.4578403483469002,0.4,0.3,0.3,0.04017589919776321,2990.1427172344875,27,27
2026-04-15,-0.0013924344035743386,-0.0013924344035743386,0.15304903045509588,42.726224819034776,0.0010398843589155844,-0.602662318870266,-0.004204702645796478,0.8031130131275701,0.4,0.3,0.3,0.09103576614593512,3018.0238010339494,27,27
2026-04-16,1.57006763375283,1.57006763375283,0.21648972925027735,57.613121302704705,0.0041941274165158155,1.9345881798740896,0.6813664979412298,1.9727413747360842,0.4,0.3,0.3,0.05815190988171137,3031.9094258726504,27,27
2026-04-17,1.5734997783204077,1.5734997783204077,0.21296087824054277,60.19539056224099,0.005755821802987927,1.6494473866926822,0.7785198424671388,2.2672162363439767,0.4,0.3,0.3,-0.01704340519947012,3110.2743896290262,27,27
2026-04-18,0.34869819008591996,0.34869819008591996,0.16253146706712815,50.990117005046386,0.003231268071317334,-0.3115086031670815,0.32456557367630234,1.253106530832873,0.4,0.3,0.3,-0.06594353877855275,3292.7719100077425,27,27
2026-04-19,0.7456683683006486,0.7456683683006486,0.18857042906110333,52.277370091438144,0.00315054267914475,0.7032167966876469,0.37986206603915706,1.1680767660461426,0.4,0.3,0.3,-0.018020036980877396,3208.2207495755083,27,27
2026-04-20,-0.03802495131875634,-0.03802495131875634,0.15620377744867056,51.274166483284404,0.0008713027655439714,-0.5813256620920564,0.32277453954361407,0.3255765055166067,0.4,0.3,0.3,0.03066382153630176,3057.264722925044,27,27
2026-04-21,-0.14746030176810482,-0.14746030176810482,0.15930838766178027,49.96360162594083,-0.0004047347481258856,-0.4459288479230364,0.2509028845663594,-0.14786542656266025,0.4,0.3,0.3,0.014025841310664644,3075.6348778712177,27,27
2026-04-22,-1.4014442518851722,-1.4014442518851722,0.11087745510573431,40.63727063658511,-0.0042730479085029815,-2.1877273490564306,-0.23117502231395395,-1.5233360185613787,0.4,0.3,0.3,0.06994993714459619,3150.4084930253393,27,27
2026-04-23,0.3245505922719738,0.3245505922719738,0.19295766196473946,49.68603072218484,-0.0012247106953778492,0.9189067764172721,0.24449057651854225,-0.38786430416832574,0.4,0.3,0.3,0.08416782363246589,3151.012142778049,27,27
2026-04-24,-0.3982370163765138,-0.3982370163765138,0.1507333834405472,49.29901694042931,-0.0019309803955813217,-0.6814989287578237,0.21992411952708568,-0.6387156024383669,0.4,0.3,0.3,-0.0014357979453593073,3118.773244597785,27,27
2026-04-25,-1.1454222043463311,-1.1454222043463311,0.11942070281695251,44.958479856141224,-0.004252787364043158,-1.7664358074750866,-0.017660636462786095,-1.4451656347248687,0.4,0.3,0.3,-0.08826388394190066,3370.779369092264,27,27
