date,eco_seta_score,eco_seta_score_manual,combined_compound,eco_rsi,eco_macd_hist,eco_sentiment_z,eco_rsi_z,eco_macd_hist_z,w_sent,w_rsi,w_macd,eco_fwd_return,close,n_terms,n_rows
2026-03-24,,,0.12771725436846296,,0.0,,,,0.4,0.3,0.3,-0.03142606647824464,179.8207171875,64,64
2026-03-25,,,0.16411276799648136,100.0,0.0023226766531840638,,,,0.4,0.3,0.3,-0.04445387035166981,181.42226562499997,64,64
2026-03-26,,,0.18962634133762263,100.0,0.005279649629824883,,,,0.4,0.3,0.3,0.012932192302988588,177.0952390625,64,64
2026-03-27,,,0.11055609104432718,43.913589162294194,0.0017928491571068896,,,,0.4,0.3,0.3,0.03732637417061602,174.169659375,64,64
2026-03-28,,,0.14822404663490107,55.7394634810696,0.0018958734773007304,,,,0.4,0.3,0.3,,,64,64
2026-03-29,,,0.20018834582262157,65.71280324914301,0.0051515678964782685,,,,0.4,0.3,0.3,,,64,64
2026-03-30,,,0.0996273900066859,45.759028859189605,0.00046707906227820215,,,,0.4,0.3,0.3,0.042571026068804585,173.35734375,64,64
2026-03-31,,,0.158159011143209,53.90575200329414,0.001203257861387183,,,,0.4,0.3,0.3,0.012027172630168836,179.38546875,64,64
2026-04-01,,,0.19521242574201403,57.907905327123316,0.003924982975853364,,,,0.4,0.3,0.3,0.004892358597690993,180.67078125,64,64
2026-04-02,,,0.14944769555370832,52.29940899630701,0.0024543263742524465,-0.1396481732341558,,0.002806316108179884,0.4,0.3,0.3,0.028382865674377422,180.73734374999998,64,64
2026-04-03,0.3147588860156967,0.3147588860156967,0.18097716038649145,55.28317806600872,0.003360201428798785,0.7168681988341795,-0.38099107321913206,0.4743630948258817,0.4,0.3,0.3,,,64,64
2026-04-04,-0.07894254459847364,-0.07894254459847364,0.16227268394364744,53.30511870886044,0.0024946816617828858,0.1577122205162417,-0.4528512283208823,-0.0205735476956854,0.4,0.3,0.3,,,64,64
2026-04-05,-0.43920518397273495,-0.43920518397273495,0.15234420767988577,52.311588061704946,0.0011186358595858103,-0.14406062526750704,-0.47865881281620704,-0.7932776334029001,0.4,0.3,0.3,,,64,64
2026-04-06,-1.266506425641148,-1.266506425641148,0.11832757897775602,49.17154995089961,-0.002045062387872022,-1.135073611057264,-0.6113216330371378,-2.0969349710236704,0.4,0.3,0.3,0.02788294782140932,181.54296875,64,64
2026-04-07,-0.7411867912861849,-0.7411867912861849,0.14827489656778833,51.72275938678091,-0.0020766895337612752,-0.17769090337118829,-0.45279725260988274,-1.780904180515816,0.4,0.3,0.3,0.027198674641766063,181.5546875,64,64
2026-04-08,-0.9536850401551676,-0.9536850401551676,0.13643588029552473,47.58108145364211,-0.002805510255317099,-0.5448885640915629,-0.6528600979897912,-1.7995719504053505,0.4,0.3,0.3,0.015015762263040688,185.8671875,64,64
2026-04-09,-0.33555913034196233,-0.33555913034196233,0.16592328515936283,47.94267881687135,-0.001289362440454335,0.4341846145832486,-0.605384881249824,-1.0920583726677153,0.4,0.3,0.3,0.030925547499040196,186.604921875,64,64
2026-04-10,-0.2721711043337661,-0.2721711043337661,0.1573042660097766,54.62290430935672,-0.0008745150521720264,0.13221270908097155,-0.2080577744436078,-0.8754628521102414,0.4,0.3,0.3,0.04132240406483678,186.492734375,64,64
2026-04-11,0.9364121836332251,0.9364121836332251,0.2145536429086998,56.314744473432086,0.0030338719308004997,1.885109285055236,-0.1030832547506259,0.7109781534543947,0.4,0.3,0.3,,,64,64
2026-04-12,0.5431185939961518,0.5431185939961518,0.19059001766783035,49.034753169093584,0.0037373188706651614,1.0434591770388502,-0.5373457414367802,0.9564621520388196,0.4,0.3,0.3,,,64,64
2026-04-13,0.6903953667007187,0.6903953667007187,0.18718227647798763,60.943203199383916,0.0036984060226928628,0.8920936151641721,0.21292687960481874,0.8989328558453473,0.4,0.3,0.3,0.03319248110835393,188.658125,64,64
2026-04-14,0.8672643162788737,0.8672643162788737,0.20428788598909853,56.43150835885285,0.004496921020765553,1.352565967561774,-0.07902326519926223,1.166483029379809,0.4,0.3,0.3,0.02318135485154804,192.37578125,64,64
2026-04-15,0.3179062596178272,0.3179062596178272,0.18492342072439852,48.49102676202818,0.0034407757292956725,0.7108584262298109,-0.5909235082873581,0.7027998053737009,0.4,0.3,0.3,0.01198633167963914,194.19906250000003,64,64
2026-04-16,0.664486971614829,0.664486971614829,0.19921397853436984,58.041003646401336,0.003417472904928009,1.1152766774939644,0.05588300304174106,0.6720379990157364,0.4,0.3,0.3,0.002545112622235557,194.92015625,64,64
2026-04-17,0.9664725911314884,0.9664725911314884,0.2202530817506472,56.568696664727796,0.004465644591979697,1.6479103619813218,-0.045427500153061844,1.0697889879495943,0.4,0.3,0.3,0.010279056254197227,196.83531250000001,64,64
2026-04-18,2.2018937153644558,2.2018937153644558,0.2911365961280609,68.34926680681785,0.009301224620360041,2.981102455098423,0.7657894544920058,2.59905298992495,0.4,0.3,0.3,,,64,64
2026-04-19,1.9041377482110344,1.9041377482110344,0.27633560630041065,67.41381937058672,0.01076780547119163,2.2829936813473943,0.6791766003864611,2.623957651853794,0.4,0.3,0.3,,,64,64
2026-04-20,0.9106221263142888,0.9106221263142888,0.2183062254955654,63.15414620765562,0.007262605384752159,0.9385666237390382,0.3632643634437488,1.420720559285163,0.4,0.3,0.3,0.0012848677204087,196.526796875,64,64
2026-04-21,0.5360256105839825,0.5360256105839825,0.2165954188959213,59.71039592681195,0.004402504595405414,0.8722197405712432,0.10783496596307351,0.5159574152218769,0.4,0.3,0.3,0.024976732359770493,195.41625,64,64
2026-04-22,0.40831028056443464,0.40831028056443464,0.21928073205838514,62.08930647116621,0.002367186651868563,0.9045995281310211,0.28103691631131317,-0.12613535193789244,0.4,0.3,0.3,0.010155614660228851,198.85859375,64,64
2026-04-23,-0.12586400458093497,-0.12586400458093497,0.20355002285667412,55.72043198332285,-0.00022514147411769117,0.5349324212529674,-0.20120114005684206,-0.9315887702168977,0.4,0.3,0.3,0.011388416355419428,196.7793078125,64,64
2026-04-24,0.14703254664578846,0.14703254664578846,0.22632070629970538,60.059770681425285,-0.0005731165921244834,1.0254417458509775,0.1331728061774371,-1.010319978492779,0.4,0.3,0.3,-0.0017099597746003115,200.297109375,64,64
2026-04-25,-0.3220756059458277,-0.3220756059458277,0.2129773125912415,49.73651055417464,-0.0017995430804816775,0.7019183069271855,-0.665557365267835,-1.343919063787838,0.4,0.3,0.3,,,64,64
2026-04-26,-0.1352934203335064,-0.1352934203335064,0.22097466708906227,55.36528639582034,-0.0021462563489133557,0.8645180576485775,-0.2143103913642054,-1.389358419945586,0.4,0.3,0.3,,,64,64
2026-04-27,-0.34235348643282243,-0.34235348643282243,0.20991263890983386,53.908059704360795,-0.0031348406554191806,0.5951632896674822,-0.32671211776381814,-1.6080172232355663,0.4,0.3,0.3,0.17189435722018298,200.87812499999998,64,64
2026-04-28,-0.5157221322503349,-0.5157221322503349,0.20590179304009978,50.290564599967574,-0.004016779152465136,0.49227907837010054,-0.6107959109955975,-1.764649967665653,0.4,0.3,0.3,0.18734481081732612,199.0203125,64,64
2026-04-29,-0.7121193249323023,-0.7121193249323023,0.19117631025178358,51.14488168008082,-0.005460269493463975,0.14027500869734524,-0.5306331731297835,-2.0301312549076846,0.4,0.3,0.3,0.17500784817363058,199.95460937500002,64,64
2026-04-30,-0.4578671665201419,-0.4578671665201419,0.20916933399781423,51.79840683720133,-0.005079595792955999,0.5640842301092859,-0.46828422653793816,-1.8100519686749161,0.4,0.3,0.3,0.00031859587924354393,235.40794117647056,64,64
2026-05-01,0.217625096226434,0.217625096226434,0.24843953221804224,54.777142236718156,-0.0022060899616829673,1.4567621686023695,-0.21384347992104225,-1.0030890907940038,0.4,0.3,0.3,0.018772415346768545,236.30573529411762,64,64
2026-05-02,-0.3189196146700413,-0.3189196146700413,0.23096060721616732,37.54683077293813,-0.0015373275114152363,1.0117219522358776,-1.6074234456121212,-0.8046045396025202,0.4,0.3,0.3,,,64,64
2026-05-03,-0.21712482784022308,-0.21712482784022308,0.23100061687621737,40.00763540539111,-0.0011639917690388427,0.9879733492067458,-1.350858186872874,-0.6901890382035308,0.4,0.3,0.3,,,64,64
2026-05-04,0.2475112098961416,0.2475112098961416,0.23655310703912225,55.23219282228899,-0.0006409480401001599,1.0911104023607157,-0.09142773649685652,-0.5383487669969592,0.4,0.3,0.3,0.022634522748440355,234.94823529411764,64,64
2026-05-05,-0.8944144389756303,-0.8944144389756303,0.17903868950097468,41.84169658708932,-0.0040748109255211665,-0.27753142016426474,-1.1770568891646096,-1.4342826805351387,0.4,0.3,0.3,0.029883518476422566,235.4829411764706,64,64
2026-05-06,-0.5597306100817078,-0.5597306100817078,0.203131815355331,46.790534984808474,-0.004591487364602815,0.2999635830692509,-0.7510920558691931,-1.5146280884955008,0.4,0.3,0.3,0.0074084752761687245,240.74176470588233,64,64
2026-05-07,-0.4979050932504122,-0.4979050932504122,0.2021306528125173,49.70036917456788,-0.0048436367539157164,0.27230909657112873,-0.500427352061975,-1.5223350875342374,0.4,0.3,0.3,0.006931038492848041,240.26617647058825,64,64
2026-05-08,-0.6288385340303407,-0.6288385340303407,0.2012848904433322,44.17577276726065,-0.00489581072156222,0.24860511225043697,-0.9462542452498082,-1.481347684518577,0.4,0.3,0.3,0.0031216346013909213,242.52,64,64
2026-05-09,0.9008811920004339,0.9008811920004339,0.2767621374927408,61.51092679346472,6.200577610478326e-05,2.0093878838160095,0.5115424673956508,-0.18778900581555044,0.4,0.3,0.3,,,64,64
2026-05-10,0.7121961793993902,0.7121961793993902,0.25801948420948567,56.435696352879646,0.0018870550565049833,1.5047019552074397,0.07828421027361282,0.28943378078110144,0.4,0.3,0.3,,,64,64
2026-05-11,-0.1857497629615368,-0.1857497629615368,0.20395227886716635,49.09913332294042,-0.0006057569301213348,0.22209096349784738,-0.5462247839774286,-0.369062377224824,0.4,0.3,0.3,0.00868799615807192,242.52529411764706,64,64
2026-05-12,-1.0687515310784774,-1.0687515310784774,0.1602253033337379,43.836308458193415,-0.005012973432213904,-0.8100142462137027,-0.9826513860654111,-1.4998347225779103,0.4,0.3,0.3,-0.002473962607301372,241.9314705882353,64,64
2026-05-13,-0.7145212286951155,-0.7145212286951155,0.18685251323517504,49.43469492142241,-0.005887802690082264,-0.16929015300979097,-0.4905851740034592,-1.6654320509672045,0.4,0.3,0.3,-0.008414516491726753,243.27705882352936,64,64
2026-05-14,0.7288658337397163,0.7288658337397163,0.27522177930759106,57.29366999401891,-0.0005490867842580672,1.883167431855421,0.19494049822130174,-0.2762776282294759,0.4,0.3,0.3,-0.02316441238352862,244.63235294117646,64,64
