date,level,name,term,combined_compound,rsi,macd_hist,asset_seta_score,universe,weighting,seta_score
2026-03-24,asset,AAPL,AAPL,0.2996945355990607,,0.0,,all,equal,
2026-03-25,asset,AAPL,AAPL,0.3536349941274317,,0.06254131054131448,,all,equal,
2026-03-26,asset,AAPL,AAPL,0.1957840903299806,,0.11555069845212074,,all,equal,
2026-03-27,asset,AAPL,AAPL,0.2858470655159909,,-0.11870155544625413,,all,equal,
2026-03-28,asset,AAPL,AAPL,0.21812055238884726,,-0.0949612443570033,,all,equal,
2026-03-29,asset,AAPL,AAPL,0.40794411411843706,,-0.07596899548560265,,all,equal,
2026-03-30,asset,AAPL,AAPL,0.2505973377386356,,-0.5077116633089018,,all,equal,
2026-03-31,asset,AAPL,AAPL,0.1498163727475953,,-0.15648950435805076,,all,equal,
2026-04-01,asset,AAPL,AAPL,0.34086628714388595,,0.19104575094837506,,all,equal,
2026-04-02,asset,AAPL,AAPL,0.2026705030241458,,0.41869894329131413,,all,equal,
2026-04-03,asset,AAPL,AAPL,0.22134336611761307,,0.3349591546330513,,all,equal,
2026-04-04,asset,AAPL,AAPL,0.2839530376721532,,0.26796732370644105,,all,equal,
2026-04-05,asset,AAPL,AAPL,0.3716182574995328,,0.21437385896515282,,all,equal,
2026-04-06,asset,AAPL,AAPL,0.2893701441875902,,0.8682001953752144,,all,equal,
2026-04-07,asset,AAPL,AAPL,0.3085435666719275,,0.5976122620636302,,all,equal,
2026-04-08,asset,AAPL,AAPL,0.16012091206861526,,0.7364752131219199,,all,equal,
2026-04-09,asset,AAPL,AAPL,0.25060540292724487,,0.8798707456372192,,all,equal,
2026-04-10,asset,AAPL,AAPL,0.28631183541131955,,0.9144765161176331,,all,equal,
2026-04-11,asset,AAPL,AAPL,0.31251619666222197,,0.7315812128941066,,all,equal,
2026-04-12,asset,AAPL,AAPL,0.3341461501401212,,0.5852649703152852,,all,equal,
2026-04-13,asset,AAPL,AAPL,0.2138230685016701,,0.6017100998219167,,all,equal,
2026-04-14,asset,AAPL,AAPL,0.330816031673663,,0.4742788191172296,,all,equal,
2026-04-15,asset,AAPL,AAPL,0.24191388273009135,,0.838511778329722,,all,equal,
2026-04-16,asset,AAPL,AAPL,0.2254153239216711,,0.8115237600766512,,all,equal,
2026-04-17,asset,AAPL,AAPL,0.2623187044617285,75.64901438771369,1.1681333073089926,,all,equal,
2026-04-18,asset,AAPL,AAPL,0.3476125204023241,75.64901438771369,0.9345066458471942,,all,equal,
2026-04-19,asset,AAPL,AAPL,0.3578518152841398,75.64901438771369,0.7476053166777552,,all,equal,
2026-04-20,asset,AAPL,AAPL,0.2488693261389465,75.64901438771369,1.4790728226572178,,all,equal,
2026-04-21,asset,AAPL,AAPL,0.2707854579601102,60.507287564386715,1.0766656587308843,,all,equal,
2026-04-22,asset,AAPL,AAPL,0.2287924626322649,66.49519499594359,1.1825982544409461,,all,equal,
2026-04-23,asset,AAPL,AAPL,0.3132339964828068,66.69717074940607,1.168768766832942,,all,equal,
2026-04-24,asset,AAPL,AAPL,0.413278422182844,62.970759720384486,0.9100953738932169,,all,equal,
2026-04-25,asset,AAPL,AAPL,0.26086473023436807,62.970759720384486,0.7280762991145728,,all,equal,
2026-04-26,asset,AAPL,AAPL,0.362216618582333,62.970759720384486,0.5824610392916583,,all,equal,
2026-04-27,asset,AAPL,AAPL,0.28005919412235036,62.970759720384486,0.14209977893536863,,all,equal,
2026-04-28,asset,AAPL,AAPL,0.26634724447849806,66.28482350975584,0.04318345600287987,,all,equal,
2026-04-29,asset,AAPL,AAPL,0.3147027340159405,65.39018631270578,-0.09851291930128792,,all,equal,
2026-04-30,asset,AAPL,AAPL,0.3250699127033229,66.45561791398748,-0.14960413187244725,,all,equal,
2026-05-01,asset,AAPL,AAPL,0.36250902228440474,73.09896389947963,0.3447659017617557,,all,equal,
2026-05-02,asset,AAPL,AAPL,0.32316789182972566,73.09896389947963,0.2758127214094044,,all,equal,
2026-05-03,asset,AAPL,AAPL,0.3108245643688021,73.09896389947963,0.22065017712752333,,all,equal,
2026-05-04,asset,AAPL,AAPL,0.296087178257261,73.09896389947963,0.4280229263637345,,all,equal,
2026-05-05,asset,AAPL,AAPL,0.2700240137254351,77.99943752962275,0.8166365027791098,,all,equal,
2026-05-06,asset,AAPL,AAPL,0.32218578558684086,79.48529601005119,1.1827544432961687,1.158401806309415,all,equal,
2026-05-07,asset,AAPL,AAPL,0.25501093283826665,79.36395559994186,1.2959042540189722,0.7235856294539992,all,equal,
2026-05-08,asset,AAPL,AAPL,0.34066081845153073,81.86793068146494,1.6213285135302566,1.5168463985525444,all,equal,
2026-05-09,asset,AAPL,AAPL,0.40149788919055784,81.86793068146494,1.2970628108242055,1.6346781622098725,all,equal,
2026-05-10,asset,AAPL,AAPL,0.4020144636749384,81.86793068146494,1.0376502486593644,1.4134843721012151,all,equal,
2026-05-11,asset,AAPL,AAPL,0.3118575904425137,81.86793068146494,1.484863435414539,1.0563714721021609,all,equal,
2026-05-12,asset,AAPL,AAPL,0.23993564171975862,82.87559593672825,1.4566901363472988,0.5790018811755783,all,equal,
2026-05-13,asset,AAPL,AAPL,0.27749203869794603,84.34168000590178,1.5538761608030827,0.8846529903269027,all,equal,
2026-05-14,asset,AAPL,AAPL,0.2709359164669613,83.09924213541446,1.4191411806903353,0.6843540002440487,all,equal,
2026-05-15,asset,AAPL,AAPL,0.26995596227029434,83.88184232755383,1.3139024674847661,0.6223389685264417,all,equal,
2026-05-16,asset,AAPL,AAPL,0.4402469178726568,83.88184232755383,1.0511219739878115,1.5231345975685662,all,equal,
2026-05-17,asset,AAPL,AAPL,0.6137091204722063,83.88184232755383,0.8408975791902478,2.1163354430971526,all,equal,
2026-05-18,asset,AAPL,AAPL,0.32835618225291024,83.88184232755383,0.7073866529199613,0.5240555820598851,all,equal,
2026-05-19,asset,AAPL,AAPL,0.41602479051729974,84.42451886961355,0.43456514986158545,0.8252918486469115,all,equal,
2026-05-20,asset,AAPL,AAPL,0.4014871059439639,85.65482489776186,0.36489015420718296,0.7293917645284775,all,equal,
2026-05-21,asset,AAPL,AAPL,0.44311201389567606,86.60657868573549,0.39090273526382546,0.9552640253799086,all,equal,
2026-05-22,asset,AAPL,AAPL,0.22098580567980183,87.81987782186235,0.5435589436616421,-0.060049107625246526,all,equal,
2026-05-23,asset,AAPL,AAPL,,87.81987782186235,0.43484715492931336,,all,equal,
2026-03-24,asset,AAVE,AAVE,0.32044386054308777,,0.0,,all,equal,
2026-03-25,asset,AAVE,AAVE,0.1300416463429162,,0.01783107511732851,,all,equal,
2026-03-26,asset,AAVE,AAVE,-0.03282279979757788,,-0.44822642649976385,,all,equal,
2026-03-27,asset,AAVE,AAVE,0.15187095278288085,,-1.1273022720648829,,all,equal,
2026-03-28,asset,AAVE,AAVE,0.03482402204694808,,-1.610150096777319,,all,equal,
2026-03-29,asset,AAVE,AAVE,0.15610886219454784,,-1.9093796516470443,,all,equal,
2026-03-30,asset,AAVE,AAVE,0.12036911703356011,,-1.9015535398721004,,all,equal,
2026-03-31,asset,AAVE,AAVE,-0.01240717658686918,,-1.6895759413426643,,all,equal,
2026-04-01,asset,AAVE,AAVE,-0.015624404799853804,,-1.4513071361799321,,all,equal,
2026-04-02,asset,AAVE,AAVE,0.2946418438600169,,-1.442172742752152,,all,equal,
2026-04-03,asset,AAVE,AAVE,-0.07924306079496107,,-1.3057819539938715,,all,equal,
2026-04-04,asset,AAVE,AAVE,-0.2968512803630787,,-1.1400057448660839,,all,equal,
2026-04-05,asset,AAVE,AAVE,-0.10678153160780203,,-0.973946036748734,,all,equal,
2026-04-06,asset,AAVE,AAVE,0.10320767302906927,,-0.8499632173465375,,all,equal,
2026-04-07,asset,AAVE,AAVE,-0.030646868970047453,34.70376710418127,-0.5117053229108555,,all,equal,
2026-04-08,asset,AAVE,AAVE,0.08838479172863066,28.154039087388256,-0.48289058018144626,,all,equal,
2026-04-09,asset,AAVE,AAVE,0.19881333119256808,26.210063776483878,-0.49139943556273114,,all,equal,
2026-04-10,asset,AAVE,AAVE,-0.18271223313484342,36.51827516840796,-0.2344565753119614,,all,equal,
2026-04-11,asset,AAVE,AAVE,0.2169154439128362,39.509134163148715,0.0436447452992228,,all,equal,
2026-04-12,asset,AAVE,AAVE,-0.19065729815952312,31.9664370820135,-0.045593753737008136,,all,equal,
2026-04-13,asset,AAVE,AAVE,0.36581125489437993,56.986681887131006,0.7929477558978659,,all,equal,
2026-04-14,asset,AAVE,AAVE,0.2929056344166994,52.02805786078406,1.1101186650699755,,all,equal,
2026-04-15,asset,AAVE,AAVE,-0.060161766197746505,58.63781909029361,1.6360625241012596,,all,equal,
2026-04-16,asset,AAVE,AAVE,0.20242710592477112,67.39922854039187,2.5452087441752473,,all,equal,
2026-04-17,asset,AAVE,AAVE,-0.1614392067525246,66.52621025060566,2.971328317404976,,all,equal,
2026-04-18,asset,AAVE,AAVE,-0.13363223411777722,49.823835304931855,2.2264616522096,,all,equal,
2026-04-19,asset,AAVE,AAVE,-0.3034605589112407,41.05606255141627,0.9656188882626393,,all,equal,
2026-04-20,asset,AAVE,AAVE,-0.4698230418563474,41.4279517945002,0.15999090902703283,,all,equal,
2026-04-21,asset,AAVE,AAVE,-0.14119672225903457,42.714059456459495,-0.26506219297911926,,all,equal,
2026-04-22,asset,AAVE,AAVE,-0.15369476637724735,45.041199764066796,-0.3681617330333693,,all,equal,
2026-04-23,asset,AAVE,AAVE,-0.06599107650605512,45.37723731652364,-0.38103286668187564,,all,equal,
2026-04-24,asset,AAVE,AAVE,-0.060064174902251855,45.372647125881365,-0.35538112891539253,,all,equal,
2026-04-25,asset,AAVE,AAVE,-0.006373937665569009,45.13741613867206,-0.319991360154241,,all,equal,
2026-04-26,asset,AAVE,AAVE,0.09055514175718915,48.275986869718686,-0.11146657697245832,0.27754381127039873,all,equal,
2026-04-27,asset,AAVE,AAVE,0.08192541278733359,49.66859218429027,0.11006736733952716,0.34446306236005575,all,equal,
2026-04-28,asset,AAVE,AAVE,0.1315912296520546,48.20302580744301,0.18621578486892254,0.4197706765064906,all,equal,
2026-04-29,asset,AAVE,AAVE,0.03780342017363822,44.19856511195576,0.03257736092248398,0.07055283863798004,all,equal,
2026-04-30,asset,AAVE,AAVE,-0.04019365719806714,43.62814766106335,-0.0805599099020502,-0.13968862986183492,all,equal,
2026-05-01,asset,AAVE,AAVE,0.1961959128950003,42.645737309729704,-0.18206420825928293,0.31047211508386613,all,equal,
2026-05-02,asset,AAVE,AAVE,0.4942785523345192,44.86838684772777,-0.1371943277619312,0.9450199450780048,all,equal,
